Pricelist,Vendor,Category,Product,Package Name,Inventory,Item Unit,Charge Unit,# of Items,Purchase Price,Retail Price,Margin,Markup
herdshare,Radiant Coffee Roasters,Dry Goods,Radiant Midnight Blend - Dark Roast Ground Coffee,12 oz,product,ea,ea,1,11,14.63,25,33
herdshare,Camas Swale Farm,Organic Vegetables - Roots,Rainbow Carrots,1 bunch,product,bu,bu,1,2.5,3.33,25,33
herdshare,Camas Swale Farm,Organic Vegetables - Leafy Greens,Rainbow Chard,each,product,bu,bu,1,1.9,2.53,25,33
herdshare,"Creamy Cow, LLC",Raw Dairy (Unpasteurized),Raw A2/A2 Milk,1/2 Gal.,product,ea,ea,1,15,19,21,27
herdshare,"Creamy Cow, LLC",Raw Dairy (Unpasteurized),Raw Cultured Butter,0.5 lbs,product,ea,ea,1,14,18.62,25,33
herdshare,"Creamy Cow, LLC",Raw Dairy (Unpasteurized),Raw Cultured Buttermilk,1 qt,product,ea,ea,1,11,13,15,18
herdshare,"Creamy Cow, LLC",Raw Dairy (Unpasteurized),Raw Farmers Cheese,12 oz,product,ea,ea,1,10,11.75,15,18
herdshare,"Creamy Cow, LLC",Raw Dairy (Unpasteurized),Raw Fresh Sweet Cream,1 pt,product,ea,ea,1,10,11.75,15,18
herdshare,"Creamy Cow, LLC",Raw Dairy (Unpasteurized),Raw Fresh Whole Milk,1/4 gal,product,ea,ea,1,6,8,25,33
herdshare,"Creamy Cow, LLC",Raw Dairy (Unpasteurized),Raw Fresh Whole Milk,1/2 gal,product,ea,ea,1,10,14,29,40
herdshare,Deck Family Farm,Dry Goods,"Raw Honey, 1 pint",1 pint,product,ea,ea,1,14.07,23.32,40,66
herdshare,Deck Family Farm,Dry Goods,"Raw Honey, 1 quart",1 quart,product,ea,ea,1,25.71,42.61,40,66
herdshare,Deck Family Farm,Dry Goods,"Raw Honey, 1/2 pint",1/2 pint,product,ea,ea,1,9.2,15.25,40,66
herdshare,"Creamy Cow, LLC",Raw Dairy (Unpasteurized),Raw Sweet Cream Butter,0.5 lbs,product,ea,ea,1,12,15.96,25,33
herdshare,Deck Family Farm,Dry Goods,"Raw Walnuts, 1 lb",1 lb,product,ea,ea,1,13.53,22.42,40,66
herdshare,Deck Family Farm,Dry Goods,"Raw Walnuts, 1/2 lb",1/2 lb,product,ea,ea,1,7.58,12.56,40,66
herdshare,"Creamy Cow, LLC",Raw Dairy (Unpasteurized),Raw Whey,1 quart,product,ea,ea,1,7,10.2,31,46
herdshare,OGC,Organic Vegetables - Onions/Garlic,Red Onion,2 lb bag,product,lb,lb,1,3.1,4.15,25,34
herdshare,Camas Swale Farm,Organic Vegetables - Potatoes,Red Potatoes,1 lb,product,pound,pound,1,2,2.68,25,34
herdshare,OGC,Organic Fruit,Red Raspberries,1/2 pt,product,1/2 pt,1/2 pt,1,4.15,5.52,25,33
herdshare,Red Tail Growers,Organic Vegetables - Roots,Red Skinned Daikon Radish,lb,product,lb,lb,1,2.5,3.33,25,33
herdshare,Red Tail Growers,Organic Vegetables - Leafy Greens,Red Tail Salad  Mix,1/2 lb. bag,product,bag,bag,1,4,5.32,25,33
herdshare,Deck Family Farms Hyland Artisinal Meats,Organ Meat & Lard,"Rendered Beef Tallow, 16 oz",16 oz,product,ea,ea,1,10.82,17.93,40,66
herdshare,Deck Family Farms Hyland Artisinal Meats,Organ Meat & Lard,"Rendered Beef Tallow, 8 oz",8 oz,product,ea,ea,1,5.41,8.97,40,66
herdshare,Deck Family Farms Hyland Artisinal Meats,Pasture-raised Pork,"Rendered Pork Back Fat, 8 oz",8 oz,product,ea,ea,1,5.41,8.97,40,66
herdshare,Deck Family Farms Hyland Artisinal Meats,Organ Meat & Lard,"Rendered Pork Leaf Lard, 16 oz",16 oz,product,ea,ea,1,8.66,14.35,40,66
herdshare,Deck Family Farms Hyland Artisinal Meats,Organ Meat & Lard,"Rendered Pork Leaf Lard, 8 oz",8 oz,product,ea,ea,1,5.41,8.97,40,66
herdshare,Deck Family Farm,Grass-fed Beef,Ribeye Steak,0.80 - 1.10 lbs,product,ea,ea,1,20.82,34.51,40,66
herdshare,Lonesome Whistle,Dry Goods,Rise & Shine Gluten Free Pancake Mix,1.6 lbs,product,ea,ea,1,5.33,7.09,25,33
herdshare,Deck Family Farm,Sausages & Cured Meats,"Roast Beef, Sliced",8 oz,product,pk,pk,1,10.82,17.93,40,66
herdshare,Sweet Creek,Dry Goods,Roasted Garlic Tomato Sauce,16 oz,product,ea,ea,1,3.76,5.08,26,35
herdshare,My Brothers Farm,Dry Goods,Roasted Hazelnuts 4 oz,4 oz bag,product,ea,ea,1,4.5,6.08,26,35
herdshare,Little Wings,Organic Vegetables - Leafy Greens,Romaine Lettuce,each,product,bu,bu,1,2,2.66,25,33
herdshare,Deck Family Farm,Sausages & Cured Meats,Sage & Sea Salt Sausage,8 oz,product,pk,pk,1,8.93,14.8,40,66
herdshare,Sweet Creek,Dry Goods,"Salsa, Hot",16 oz,product,ea,ea,1,3.7,5,26,35
herdshare,Sweet Creek,Dry Goods,"Salsa, Medium",16 oz,product,ea,ea,1,3.7,5,26,35
herdshare,RL Plants,Home Goods,Sedum Palmeri Succulents,each,product,ea,ea,1,4,5.32,25,33
herdshare,RL Plants,Home Goods,Sedum Rupestre Blue Spruce,each,product,ea,ea,1,4,5.32,25,33
herdshare,Elegant Elephant Baking Co.,Dry Goods,Seven Layer Cookie,each,product,ea,ea,1,2.5,4,38,60
herdshare,OGC,Organic Vegetables - Mushrooms,Shiitake Mushrooms,1/2 lb,product,1/2 lb,1/2 lb,1,4.08,5.43,25,33
herdshare,Deck Family Farm,Grass-fed Beef,"Skirt Steak, Small","Small, 0.40 - 0.79 lbs",product,pk,pk,1,8.37,13.87,40,66
herdshare,"Creamy Cow, LLC",Raw Dairy (Unpasteurized),Sour Cream,12 oz,product,ea,ea,1,12,15.96,25,33
herdshare,Sourdough Bliss,Dry Goods,Sourdough Artisan Wheat,ea,product,ea,ea,1,9,11.97,25,33
herdshare,Sourdough Bliss,Dry Goods,Sourdough Cinnamon Swirl Loaf,ea,product,ea,ea,1,7.5,9.98,25,33
herdshare,Sourdough Bliss,Dry Goods,Sourdough Honey Oat Artisan,ea,product,ea,ea,1,10,13.3,25,33
herdshare,Reality Kitchen Nonprofit,Dry Goods,Sourdough Rye Sandwich Loaf,each,product,ea,ea,1,5.25,7.09,26,35
herdshare,Sourdough Bliss,Dry Goods,Sourdough Seed Bread,ea,product,ea,ea,1,8,10.64,25,33
herdshare,Sourdough Bliss,Dry Goods,Sourdough Wheat Sandwich Loaf,ea,product,ea,ea,1,7,9.31,25,33
herdshare,Red Tail Growers,Organic Vegetables - Leafy Greens,Spinach  1/2 Lb.,each,product,bag,bag,1,4,5.32,25,33
herdshare,OGC,Organic Fruit,Strawberries,each,product,pt,pt,1,3.5,4.66,25,33
herdshare,Sweet Creek,Dry Goods,Strawberry Fruit Spread,10 oz,product,ea,ea,1,3.8,5,24,32
herdshare,Camas Country Mill,Dry Goods,Sues Soup Mix,3 lbs,product,ea,ea,1,17.4,22.62,23,30
herdshare,River Ranch Oregon Olive OIl,Home Goods,Summer Day Olive Oil Sugar Scrub,ea 4 oz jar,product,ea,ea,1,5,6.7,25,34
herdshare,Deck Family Farm,Sausages & Cured Meats,Summer Sausage,8 oz,product,ea,ea,1,9.2,15.25,40,66
herdshare,Deck Family Farm,Sausages & Cured Meats,Sweet Italian Sausage Links,12 oz,product,pk,pk,1,10.55,17.49,40,66
herdshare,OGC,Organic Vegetables - Onions/Garlic,Sweet Onion,1 lb,product,lb,lb,1,1.05,1.4,25,33
herdshare,Sweet Creek,Dry Goods,Sweet Relish,12. 6 oz,product,ea,ea,1,4,5.32,25,33
herdshare,Deck Family Farm,Sausages & Cured Meats,Tamari Pressed Beef Jerky,3 oz,product,pk,pk,1,9.74,16.14,40,66
herdshare,Deck Family Farm,Grass-fed Beef,Teres Major Steak,0.40 - 0.70 lbs,product,ea,ea,1,7.74,12.83,40,66
herdshare,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Thai Curry Sausage Links,4 links/ pack 14 oz pack,product,ea,ea,1,10.82,17.93,40,66
herdshare,Creole Me Up,Dry Goods,The Wanna Be Sassy Creole Spice Blend,3 oz jar,product,ea,ea,1,6.89,9.16,25,33
herdshare,Jar Joy Goods,Home Goods,The Daily Jar Tote/Jar Bag: Organic Waxed Canvas-WFTO Certified,each,product,ea,ea,1,41.95,55.79,25,33
herdshare,Jar Joy Goods,Home Goods,The Insulated Jar Tote/Jar Bag: Hemp + Natural Rubber (Yulex),each,product,ea,ea,1,110.5,146.97,25,33
herdshare,Camas Country Mill,Dry Goods,Three Sisters Porridge,4 lbs,product,ea,ea,1,13.25,17.62,25,33
herdshare,Sweet Creek,Dry Goods,Tomatillo Salsa,16 oz,product,ea,ea,1,4.4,5.94,26,35
herdshare,Deck Family Farm,Grass-fed Beef,Top Sirloin Steak,1.30 - 1.60 lbs,product,ea,ea,1,19.62,32.52,40,66
herdshare,Full Farm CSA,Home Goods,Tote Bag,ea,product,ea,ea,1,13,10,-30,-23
herdshare,Deck Family Farm,Organ Meat & Lard,Unrendered Beef Tallow,2.00 - 3.70 lbs,product,pk,pk,1,7.71,12.78,40,66
herdshare,Lonesome Whistle,Dry Goods,Up & At Em Pancake Mix,1.6 lbs,product,ea,ea,1,5.33,7.09,25,33
herdshare,Radiant Coffee Roasters,Dry Goods,Vietnam Lotus - Light Roast Coffee Beans,12 oz,product,ea,ea,1,11,14.63,25,33
herdshare,Radiant Coffee Roasters,Dry Goods,Vietnam Lotus - Light Roast Ground Coffee,12 oz,product,ea,ea,1,11,14.63,25,33
herdshare,Little Wings,Organic Vegetables - Onions/Garlic,Walla Walla Onions,ea,product,ea,ea,1,1.1,1.46,25,33
herdshare,Reality Kitchen Nonprofit,Dry Goods,Wholewheat Multigrain Sandwich Loaf,each,product,ea,ea,1,5.25,7.09,26,35
herdshare,Full Farm CSA,Dry Goods,Wildcraft Hot Sauce,ea,product,ea,ea,1,9,11.97,25,33
herdshare,RL Plants,Home Goods,Yellow Iris Rhizome,each,product,ea,ea,1,5,6.65,25,33
herdshare,Camas Swale Farm,Organic Vegetables - Potatoes,Yellow Potatoes,1 lb,product,lb,lb,1,2,2.66,25,33
herdshare,Graziers Garden,Organic Vegetables - Squash,Yellow Summer Squash,each,product,lb,lb,1,2.25,2.99,25,33
guest,River Ranch Oregon Olive OIl,Dry Goods,2022 Arbequina  Olive Oil 100mL,Ea.,product,ea,ea,1,8.95,12.8,30,43
guest,Deck Family Farm,Pasture-raised Pork,Baby Back Ribs,0.90 - 1.50 lbs,product,pk,pk,1,11.69,21.62,46,85
guest,Red Tail Growers,Organic Vegetables - Leafy Greens,Baby Bok Choi,each,product,bu,bu,1,1.85,2.68,31,45
guest,Deck Family Farm,Sausages & Cured Meats,"Bacon Ends & Pieces, Pork",8 oz,product,pk,pk,1,7.85,12.56,38,60
guest,Deck Family Farm,Sausages & Cured Meats,"Bacon, Pork",8 oz,product,pk,pk,1,9.47,17.52,46,85
guest,Sweet Creek,,Basil Tomato Sauce,16 oz,product,ea,ea,1,3.76,5.45,31,45
guest,Deck Family Farm,Grass-fed Beef,Bavette Steak,0.9 - 1.6 lbs,product,pk,pk,1,17.59,32.53,46,85
guest,Deck Family Farm,Grass-fed Beef,Beef Back Ribs,3.00 - 3.80 lbs,product,ea,ea,1,29.44,54.45,46,85
guest,Deck Family Farm,Grass-fed Beef,Beef Bones,3.00 - 5.00 lbs,product,pk,pk,1,5.95,11.01,46,85
guest,Deck Family Farm,Grass-fed Beef,Beef Flat Iron Steak,0.70 - 1.10 lbs,product,ea,ea,1,12.66,23.42,46,85
guest,Deck Family Farm,Organs/Lard/Bones,Beef Heart,2.50 - 3.5 lbs,product,ea,ea,1,15.42,28.52,46,85
guest,Deck Family Farm,Organs/Lard/Bones,Beef Kidney,0.80 - 1.00 lbs,product,pk,pk,1,12.66,23.42,46,85
guest,Deck Family Farm,Grass-fed Beef,Beef Liver,0.90 - 1.30 lbs,product,pk,pk,1,15.48,28.63,46,85
guest,Deck Family Farm,Grass-fed Beef,Beef Marrow Bones,3.00 - 5.00 lbs,product,pk,pk,1,8.12,15.02,46,85
guest,Deck Family Farm,Grass-fed Beef,Beef Shank Osso Buco,2.10 - 2.40 lbs,product,ea,ea,1,23.75,43.93,46,85
guest,Deck Family Farm,Grass-fed Beef,Beef Stew Meat,0.90 - 1.10 lbs,product,ea,ea,1,10.01,18.51,46,85
guest,Deck Family Farm,Grass-fed Beef,Beef Tongue,2.50 - 3.00 lbs,product,pk,pk,1,14.14,26.15,46,85
guest,OGC,Organic Fruit,Blackberries,1/2  pt,product,pt,pt,1,3.5,5.01,30,43
guest,Sweet Creek,,Blackberry Fruit Spread,10 oz,product,ea,ea,1,3.8,5.75,34,51
guest,Elegant Elephant Baking Co.,,Blackberry Hand Pie,each,product,ea,ea,1,3,4.29,30,43
guest,Camas Country Mill,Dry Goods,Blue Cornmeal,3 lb bag,product,bag,bag,1,10.2,14.59,30,43
guest,OGC,Organic Fruit,Blueberries,1 pint,product,pt,pt,1,5.25,7.51,30,43
guest,Sweet Creek,,Blueberry Fruit Spread,10 oz,product,ea,ea,1,3.8,5.43,30,43
guest,Elegant Elephant Baking Co.,,Box of 5 Cupcakes,each,product,ea,ea,1,6,8.58,30,43
guest,Reality Kitchen Nonprofit,,Braided Challah (plain),each,product,ea,ea,1,5.25,8.93,41,70
guest,Reality Kitchen Nonprofit,,Braided Challah (seeded),each,product,ea,ea,1,5.3,9.01,41,70
guest,Deck Family Farm,Sausages & Cured Meats,Bratwurst,12 oz,product,ea,ea,1,10.55,19.51,46,85
guest,Radiant Coffee Roasters,Dry Goods,Brazil Cerrado Miniero - Dark Roast Coffee Beans,12 oz,product,ea,ea,1,11,15.73,30,43
guest,Radiant Coffee Roasters,Dry Goods,Brazil Cerrado Miniero - Dark Roast Ground Coffee,12 oz,product,ea,ea,1,11,15.73,30,43
guest,Deck Family Farm,Grass-fed Beef,"Brisket, Medium","Medium, 3.00 - 3.99 lbs",product,ea,ea,1,32.16,59.48,46,85
guest,Deck Family Farm,Grass-fed Beef,"Brisket, Small","Small, 2.30 - 2.99 lbs",product,ea,ea,1,25.77,47.66,46,85
guest,Lone Wolf Ranch,Organic Vegetables - Leafy Greens,Broccoli Microgreens,1 oz. pk,product,pk,pk,1,2.5,3.58,30,43
guest,Lone Wolf Ranch,Organic Vegetables - Leafy Greens,Broccoli Microgreens,2 oz pk,product,pk,pk,1,5,7.15,30,43
guest,Camas Country Mill,Dry Goods,Brown Teff Flour,3 lbs,product,ea,ea,1,11.05,15.8,30,43
guest,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Bulk Cajun Chaurice Sausage,12 oz,product,pk,pk,1,8.93,16.52,46,85
guest,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Bulk English Breakfast Sausage,12 oz,product,pk,pk,1,8.93,16.52,46,85
guest,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Bulk Farm Made Chorizo Sausage,12 oz,product,pk,pk,1,8.93,16.52,46,85
guest,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Bulk Lamb Merguez Sausage,12 oz,product,ea,ea,1,9.2,17.02,46,85
guest,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Bulk Thai Curry Sausage,12 oz,product,ea,ea,1,8.93,16.52,46,85
guest,Deck Family Farm,Pasture-raised Poultry,"CRX Roaster, Large","Large, 4.21 - 4.99 lbs",product,ea,ea,1,23.65,43.74,46,85
guest,Deck Family Farm,Pasture-raised Poultry,"CRX Roaster, Medium","Medium, 3.20 - 4.20 lbs",product,ea,ea,1,20.02,37.03,46,85
guest,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Cajun Chaurice Sausage Links,4 links/ pack 14 oz pack,product,pk,pk,1,10.82,20.01,46,85
guest,Camas Country Mill,Dry Goods,Camas Pizza Blend,4 lbs,product,ea,ea,1,10.3,14.73,30,43
guest,Red Tail Growers,Organic Vegetables - Leafy Greens,Castlefranco Chicory Head,each,product,ea,ea,1,2,4,50,100
guest,Red Tail Growers,Organic Vegetables  - Broccoli/Cauliflower/Cabbage,Cauliflower,ea,product,ea,ea,1,6,8.58,30,43
guest,Lonesome Whistle,Dry Goods,Cayenne Kettle Corn,0.4 lb bag,product,ea,ea,1,3.33,4.76,30,43
guest,Reality Kitchen Nonprofit,,Challah Sandwich Loaf,each,product,ea,ea,1,6,8.58,30,43
guest,Deck Family Farm,Pasture-raised Poultry,"Chicken Feet, 1lb bag",1 lb bag,product,ea,ea,1,5.14,9.51,46,85
guest,Deck Family Farm,Pasture-raised Poultry,Chicken Hearts,1/2 lb bag,product,pk,pk,1,5.14,9.51,46,85
guest,Deck Family Farm,Pasture-raised Poultry,Chicken Liver,1/2 lb bag,product,ea,ea,1,6.49,12,46,85
guest,Deck Family Farm,Pasture-raised Poultry,"Chicken Part, Breast, Bone-In",1.00 - 2.00 lbs,product,ea,ea,1,14.61,27.02,46,85
guest,Deck Family Farm,Pasture-raised Poultry,"Chicken Part, Hindquarter",1.00 - 1.50 lbs,product,ea,ea,1,10.49,19.4,46,85
guest,Deck Family Farm,Pasture-raised Poultry,"Chicken Part, Wings",1.50 - 2.00,product,ea,ea,1,11.37,21.03,46,85
guest,Elegant Elephant Baking Co.,,Chocolate Donut,each,product,ea,ea,1,2.35,4,41,70
guest,Deck Family Farm,Grass-fed Beef,Chuck roast,2.30 - 2.90 lbs,product,ea,ea,1,22.51,41.63,46,85
guest,Graziers Garden,Organic Vegetables - Herbs,Cilantro,bu,product,bu,bu,1,2,2.86,30,43
guest,Camas Swale Farm,Organic Vegetables - Leafy Greens,Collard Greens,each,product,bu,bu,1,2,2.88,31,44
guest,River Ranch Oregon Olive OIl,Home Goods,Colliding Rivers Olive Oil Sugar Scrub,ea 4 oz jar,product,ea,ea,1,5,7.2,31,44
guest,Deck Family Farm,Sausages & Cured Meats,"Country Sausage, Bulk",12 oz,product,ea,ea,1,8.39,15.52,46,85
guest,Creole Me Up,Dry Goods,Creole Masala Spice Blend,3 oz jar,product,ea,ea,1,6.85,9.8,30,43
guest,OGC,Organic Vegetables - Mushrooms,Crimini Mushrooms,1 lb,product,lb,lb,1,3.95,5.65,30,43
guest,Elegant Elephant Baking Co.,,Croutons,each,product,ea,ea,1,5.25,9.98,47,90
guest,Small is Beautiful Farm,Home Goods,Cut Flower Bouquet,each,product,ea,ea,1,10,14.3,30,43
guest,Lonesome Whistle,Dry Goods,Dark Northern Rye Flour,1.6 lbs,product,ea,ea,1,4,5.76,31,44
guest,RL Plants,Flowers,Dark Purple Iris Rhizome,each,product,ea,ea,1,5,7.15,30,43
guest,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA Hat,ea,product,ea,ea,1,13,18.59,30,43
guest,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA Hoodie Extra-Large,ea,product,ea,ea,1,35,50.05,30,43
guest,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA Hoodie Large,ea,product,ea,ea,1,35,50.05,30,43
guest,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA Hoodie Medium,ea,product,ea,ea,1,35,50.05,30,43
guest,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA Hoodie Small,ea,product,ea,ea,1,35,50.05,30,43
guest,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA T-Shirt  Extra-Large,ea,product,ea,ea,1,17,24.31,30,43
guest,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA T-Shirt Extra Small,ea,product,ea,ea,1,17,24.31,30,43
guest,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA T-Shirt Large,ea,product,ea,ea,1,17,24.31,30,43
guest,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA T-Shirt Medium,ea,product,ea,ea,1,17,24.31,30,43
guest,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA T-Shirt Small,ea,product,ea,ea,1,17,24.31,30,43
guest,Camas Swale Farm,Organic Vegetables - Herbs,Dill,each,product,bu,bu,1,2,2.88,31,44
guest,Sweet Creek,,Dill Relish,12.6 oz,product,ea,ea,1,4,5.72,30,43
guest,River Ranch Oregon Olive OIl,Dry Goods,Dry Herb Mix,ea 1 ounce jar,product,ea,ea,1,7,10.01,30,43
guest,Lonesome Whistle,Dry Goods,Einkorn Fusilli,0.5 lb bag,product,ea,ea,1,3.33,4.76,30,43
guest,Lonesome Whistle,Dry Goods,Emmer Farro,1.25 lb Bag,product,ea,ea,1,4,5.76,31,44
guest,Lonesome Whistle,Dry Goods,Emmer Macaroni,0.5 lb bag,product,ea,ea,1,3.33,4.76,30,43
guest,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,English Banger Sausage Links,4 links/ pack 14 oz pack,product,pk,pk,1,10.82,20.01,46,85
guest,Camas Swale Farm,Organic Vegetables - Other,Fennel,each,product,ea,ea,1,2.5,3.6,31,44
guest,Deck Family Farm,Grass-fed Beef,Flank Steak,1.10 - 1.40 lbs,product,ea,ea,1,17.59,32.53,46,85
guest,River Ranch Oregon Olive OIl,Dry Goods,Flavor Infused Olive Oil- Garlic 100mL,3.38 oz. 100mL,product,ea,ea,1,10.95,15.66,30,43
guest,River Ranch Oregon Olive OIl,Dry Goods,Flavor Infused Olive Oil- Garlic 250mL,250mL,product,ea,ea,1,21.95,31.61,31,44
guest,River Ranch Oregon Olive OIl,Dry Goods,Flavor Infused Olive Oil- Rosemary and Basil 100mL,3.38oz (100mL),product,ea,ea,1,10.95,15.77,31,44
guest,River Ranch Oregon Olive OIl,Dry Goods,Flavor Infused Olive Oil- Rosemary and Basil 250mL,250mL,product,ea,ea,1,21.95,31.61,31,44
guest,Deck Family Farm,Sausages & Cured Meats,Fresh Garlic Sausage Links,12 oz,product,pk,pk,1,10.55,19.51,46,85
guest,Graziers Garden,Organic Vegetables - Herbs,Fresh Lavender,bu,product,bu,bu,1,6,8.58,30,43
guest,Graziers Garden,Organic Vegetables - Herbs,Fresh Oregano,each,product,bu,bu,1,2,2.86,30,43
guest,Graziers Garden,Organic Vegetables - Herbs,Fresh Rosemary,each,product,bu,bu,1,2,2.86,30,43
guest,Graziers Garden,Organic Vegetables - Herbs,Fresh Sage,each,product,bu,bu,1,2,2.86,30,43
guest,Little Wings,Organic Vegetables - Leafy Greens,Frisee Lettuce,each,product,ea,ea,1,2.25,3.24,31,44
guest,Graziers Garden,Organic Fruit,Frozen Pitted Cherries,lb,product,lb,lb,1,10,14,29,40
guest,Graziers Garden,Organic Fruit,Frozen Strawberries,~1 lbs,product,bag,bag,1,7,10.01,30,43
guest,OGC,Organic Fruit,Gala Apple,ea,product,ea,ea,1,0.5,1,50,100
guest,Camas Country Mill,Dry Goods,"Garbanzo Beans/ Chickpeas, Organic",3 lbs,product,ea,ea,1,12.5,17.88,30,43
guest,Lonesome Whistle,Dry Goods,Garlic Dill Popcorn,0.4 lb bag,product,ea,ea,1,3.33,4.76,30,43
guest,Elegant Elephant Baking Co.,,Gluten Free Apple Pie,6,product,ea,ea,1,7.5,11.25,33,50
guest,Elegant Elephant Baking Co.,,Gluten Free Banana Cream Pie,6,product,ea,ea,1,8,14,43,75
guest,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Blueberry Scone,each,product,ea,ea,1,2.9,4.75,39,64
guest,Elegant Elephant Baking Co.,,Gluten Free Brownie Bite with Chocolate Chips,each,product,ea,ea,1,2.5,4,38,60
guest,Elegant Elephant Baking Co.,,Gluten Free Cheddar Rolls,bag of 4,product,ea,ea,1,6.1,9.25,34,52
guest,Elegant Elephant Baking Co.,,Gluten Free Chocolate Cream Pie,6,product,ea,ea,1,8,14,43,75
guest,Elegant Elephant Baking Co.,,Gluten Free Cinnamon Roll Pan,6,product,ea,ea,1,6,9.5,37,58
guest,Elegant Elephant Baking Co.,,Gluten Free Dinner Rolls,bag of 6,product,ea,ea,1,5.35,7.65,30,43
guest,Elegant Elephant Baking Co.,,Gluten Free Half Almond Loaf Sliced,each,product,ea,ea,1,5,8,38,60
guest,Elegant Elephant Baking Co.,,Gluten Free Mini Banana Bread Loaf,each,product,ea,ea,1,5,8,38,60
guest,Elegant Elephant Baking Co.,,Gluten Free Mixed Berry Pie,9,product,ea,ea,1,17,24.31,30,43
guest,Elegant Elephant Baking Co.,,Gluten Free Potato Loaf with Teff,each,product,ea,ea,1,7,10.64,34,52
guest,OGC,Organic Fruit,Gold Raspberries,1/2 pt,product,1/2 pt,1/2 pt,1,4.32,6.18,30,43
guest,Camas Country Mill,Dry Goods,Golden Flax Seed,3 lb. bag,product,bag,bag,1,14.5,20.74,30,43
guest,Deck Family Farms Hyland Artisinal Meats,Organs/Lard/Bones,Grass-Fed Organ Blend,1 lb pack,product,ea,ea,1,8.12,15.02,46,85
guest,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Greek Loukaniko Sausage Links,4 links/ pack 14 oz pack,product,pk,pk,1,10.82,18.93,43,75
guest,Little Wings,Organic Vegetables  - Broccoli/Cauliflower/Cabbage,Green Broccolini,each,product,bu,bu,1,2.75,3.93,30,43
guest,Little Wings,Organic Vegetables  - Broccoli/Cauliflower/Cabbage,Green Cabbage,each,product,ea,ea,1,5,7.15,30,43
guest,Red Tail Growers,Organic Vegetables  - Broccoli/Cauliflower/Cabbage,Green Cabbage,each,product,ea,ea,1,2.5,3.58,30,43
guest,Camas Swale Farm,Organic Vegetables - Leafy Greens,Green Curly Kale,each,product,bu,bu,1,2,2.88,31,44
guest,Graziers Garden,Organic Vegetables - Squash,Green Noche Zuchinni,lb,product,lb,lb,1,2.25,3.22,30,43
guest,Small is Beautiful Farm,Organic Vegetables - Onions/Garlic,Green Scallions,each,product,bu,bu,1,2,2.88,31,44
guest,Camas Swale Farm,Organic Vegetables - Squash,Green Zucchini,1 lb,product,lb,lb,1,2,2.88,31,44
guest,Camas Swale Farm,Organic Vegetables - Onions/Garlic,Green garlic,1 lb,product,lb,lb,1,8,11.52,31,44
guest,Deck Family Farm,Spring Lamb,Ground Lamb,1.00 lbs,product,ea,ea,1,10.82,20.01,46,85
guest,Deck Family Farm,Pasture-raised Pork,Ground Pork,1.00 lbs,product,ea,ea,1,9.2,17.02,46,85
guest,Red Tail Growers,Organic Vegetables - Roots,Hakurei Turnips,1 Lb.,product,lb,lb,1,1.65,2.36,30,43
guest,RL Plants,Flowers,Hen and Chicks Succulents,each,product,ea,ea,1,4,5.72,30,43
guest,Camas Country Mill,Dry Goods,Hollys Dog Biscuit Mix,3 lb bag,product,bag,bag,1,10,14,29,40
guest,Deck Family Farm,Sausages & Cured Meats,"Honey Maple Ham, Sliced",8 oz,product,pk,pk,1,10.55,19.51,46,85
guest,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Hot Italian Sausage Links,4 links/ pack 14 oz pack,product,pk,pk,1,10.82,18.93,43,75
guest,Red Tail Growers,Organic Vegetables - Leafy Greens,Iceberg Lettuce,ea,product,ea,ea,1,1.85,2.65,30,43
guest,Camas Swale Farm,Organic Vegetables - Leafy Greens,Italian (Dino) Kale,bu.,product,bu,bu,1,1.9,2.76,31,45
guest,Lonesome Whistle,Dry Goods,Jalapeno Cheddar Popcorn,0.4 lb bag,product,ea,ea,1,3.33,4.76,30,43
guest,Sweet Creek,Dry Goods,Jalapeno Relish,each,product,ea,ea,1,10.5,10.5,0,0
guest,Sweet Creek,,Just Apple Apple Sauce,26.5 oz,product,ea,ea,1,4.54,6.58,31,45
guest,Red Tail Growers,Organic Vegetables - Roots,Korean Daikon Radish,1 Lb,product,lb,lb,1,1.75,2.5,30,43
